date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:55:31	3739/3739	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2015%20Oct%202024%2009:25:30%20GMT	https://cartzilla-html.createx.studio/.customizer-collapse	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/.c.delayed	(from https://cartzilla-html.createx.studio/index.html)
14:55:31	260457/260457	---MCZ	200	added ('OK')	text/html	etag:W/%22b7653f15631fa10ae9cc5b043b1266ef%22	https://cartzilla-html.createx.studio/home-electronics.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/home-electronics.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:32	22799/22799	---M--	200	added ('OK')	image/jpeg	etag:%22a856d6631113e96581de9d9232516a42%22	https://cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/electronics-light.jpg	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/electronics-light.jpg	(from https://cartzilla-html.createx.studio/index.html)
14:55:32	50165/50165	---M--	200	added ('OK')	image/jpeg	etag:%22cdb1f3ec814022295bc63b146ef382cf%22	https://cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/electronics-dark.jpg	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/electronics-dark.jpg	(from https://cartzilla-html.createx.studio/index.html)
14:55:33	169358/169358	---MCZ	200	added ('OK')	text/html	etag:W/%2252a825b87a15f21e64b7ceb90abe7d74%22	https://cartzilla-html.createx.studio/home-fashion-v1.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/home-fashion-v1.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:33	21215/21215	---M--	200	added ('OK')	image/jpeg	etag:%22bb56ef4dc54ce32f6a599c0d81ffea4f%22	https://cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/fashion-1-light.jpg	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/fashion-1-light.jpg	(from https://cartzilla-html.createx.studio/index.html)
14:55:33	22388/22388	---M--	200	added ('OK')	image/jpeg	etag:%225dd7e3a22ccabb77d32c11a918d33756%22	https://cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/fashion-1-dark.jpg	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/fashion-1-dark.jpg	(from https://cartzilla-html.createx.studio/index.html)
14:55:34	150508/150508	---MCZ	200	added ('OK')	text/html	etag:W/%2251481690849f75f5f8edd7b34ffbe2eb%22	https://cartzilla-html.createx.studio/home-fashion-v2.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/home-fashion-v2.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:35	21741/21741	---M--	200	added ('OK')	image/jpeg	etag:%220314314b7c15d0989f06e9207e0b8754%22	https://cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/fashion-2-light.jpg	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/fashion-2-light.jpg	(from https://cartzilla-html.createx.studio/index.html)
14:55:35	23811/23811	---M--	200	added ('OK')	image/jpeg	etag:%22080fd8fb58cc7ff8db533a5fd8b01676%22	https://cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/fashion-2-dark.jpg	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/fashion-2-dark.jpg	(from https://cartzilla-html.createx.studio/index.html)
14:55:36	106700/106700	---MCZ	200	added ('OK')	text/html	etag:W/%220ccf8eb0d3c7e6db5b3fff23fd131548%22	https://cartzilla-html.createx.studio/home-furniture.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/home-furniture.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:36	15349/15349	---M--	200	added ('OK')	image/jpeg	etag:%224983d70b451d0376f0695989ad6932ee%22	https://cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/furniture-light.jpg	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/furniture-light.jpg	(from https://cartzilla-html.createx.studio/index.html)
14:55:37	16439/16439	---M--	200	added ('OK')	image/jpeg	etag:%228c21c24205bcae3485c6fffb6aaa1ae4%22	https://cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/furniture-dark.jpg	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/furniture-dark.jpg	(from https://cartzilla-html.createx.studio/index.html)
14:55:37	172441/172441	---MCZ	200	added ('OK')	text/html	etag:W/%22c9bf0704ff6d9a6c8b6a8b4a75a4180f%22	https://cartzilla-html.createx.studio/home-grocery.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/home-grocery.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:38	32404/32404	---M--	200	added ('OK')	image/jpeg	etag:%22e89dbc57f58ba8801b52785c8bb28424%22	https://cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/grocery-light.jpg	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/grocery-light.jpg	(from https://cartzilla-html.createx.studio/index.html)
14:55:39	79835/79835	---M--	200	added ('OK')	image/jpeg	etag:%222c207b7f4b461cc872e3da5e263902b1%22	https://cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/grocery-dark.jpg	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/mega-menu/demo-preview/grocery-dark.jpg	(from https://cartzilla-html.createx.studio/index.html)
14:55:39	231899/231899	---MCZ	200	added ('OK')	text/html	etag:W/%2273344742d8994b8ff2aa33a93343f4ba%22	https://cartzilla-html.createx.studio/shop-categories-electronics.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/shop-categories-electronics.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:39	277111/277111	---MCZ	200	added ('OK')	text/html	etag:W/%22ef31088e313f25c35d9eddb3a327ea96%22	https://cartzilla-html.createx.studio/shop-catalog-electronics.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/shop-catalog-electronics.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:40	260593/260593	---MCZ	200	added ('OK')	text/html	etag:W/%22f5f98ad2f67076a4933b5fbddf77e950%22	https://cartzilla-html.createx.studio/shop-product-general-electronics.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/shop-product-general-electronics.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:40	200491/200491	---MCZ	200	added ('OK')	text/html	etag:W/%22b09b640b79061296e7802d1c6e5f6890%22	https://cartzilla-html.createx.studio/shop-product-details-electronics.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/shop-product-details-electronics.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:41	217413/217413	---MCZ	200	added ('OK')	text/html	etag:W/%22cc03060e37743c7e7e7ae6aa6d28644c%22	https://cartzilla-html.createx.studio/shop-product-reviews-electronics.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/shop-product-reviews-electronics.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:42	167529/167529	---MCZ	200	added ('OK')	text/html	etag:W/%22ff94029e3f4a07bd91f0120cf08b79d0%22	https://cartzilla-html.createx.studio/shop-catalog-fashion.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/shop-catalog-fashion.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:42	187925/187925	---MCZ	200	added ('OK')	text/html	etag:W/%2212b7442d0fd17cfc5c146f2472dd82a7%22	https://cartzilla-html.createx.studio/shop-product-fashion.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/shop-product-fashion.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:43	124866/124866	---MCZ	200	added ('OK')	text/html	etag:W/%227ba628067a2d6b8de05caa0e66af0fa8%22	https://cartzilla-html.createx.studio/shop-catalog-furniture.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/shop-catalog-furniture.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:43	121063/121063	---MCZ	200	added ('OK')	text/html	etag:W/%22b3172352bb8d028899f8ecc72dff3bf4%22	https://cartzilla-html.createx.studio/shop-product-furniture.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/shop-product-furniture.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:45	177308/177308	---MCZ	200	added ('OK')	text/html	etag:W/%22e9b50c51814bd14a89a13827b4ba1e69%22	https://cartzilla-html.createx.studio/shop-catalog-grocery.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/shop-catalog-grocery.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:45	157675/157675	---MCZ	200	added ('OK')	text/html	etag:W/%2217939182129b43ce48be4c6f94212f8a%22	https://cartzilla-html.createx.studio/shop-product-grocery.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/shop-product-grocery.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:46	210231/210231	---MCZ	200	added ('OK')	text/html	etag:W/%222e8192364893505f4438ce780552ee4e%22	https://cartzilla-html.createx.studio/checkout-v1-cart.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/checkout-v1-cart.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:46	169914/169914	---MCZ	200	added ('OK')	text/html	etag:W/%224e88abac52a3857fdd682b472df37598%22	https://cartzilla-html.createx.studio/checkout-v1-delivery-1.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/checkout-v1-delivery-1.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:47	194627/194627	---MCZ	200	added ('OK')	text/html	etag:W/%22734df68949d9649859ee18038da6002a%22	https://cartzilla-html.createx.studio/checkout-v1-delivery-2.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/checkout-v1-delivery-2.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:48	176005/176005	---MCZ	200	added ('OK')	text/html	etag:W/%22472adeb1b4df9a98a99846e14820ddd6%22	https://cartzilla-html.createx.studio/checkout-v1-shipping.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/checkout-v1-shipping.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:48	179679/179679	---MCZ	200	added ('OK')	text/html	etag:W/%2259e5068c8375442ab93598bc121d0144%22	https://cartzilla-html.createx.studio/checkout-v1-payment.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/checkout-v1-payment.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:49	172171/172171	---MCZ	200	added ('OK')	text/html	etag:W/%2234314e5670452fcb62e33c28fd0a9039%22	https://cartzilla-html.createx.studio/checkout-v1-thankyou.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/checkout-v1-thankyou.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:50	117345/117345	---MCZ	200	added ('OK')	text/html	etag:W/%22edc0100c6cb71ee70cf45061ead999fa%22	https://cartzilla-html.createx.studio/checkout-v2-cart.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/checkout-v2-cart.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:50	118387/118387	---MCZ	200	added ('OK')	text/html	etag:W/%223d15a8bf614bc386bfca3d8f9b21723a%22	https://cartzilla-html.createx.studio/checkout-v2-delivery.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/checkout-v2-delivery.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:51	115847/115847	---MCZ	200	added ('OK')	text/html	etag:W/%22d1e942cb1216581e92126c4cf5738478%22	https://cartzilla-html.createx.studio/checkout-v2-pickup.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/checkout-v2-pickup.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:52	112469/112469	---MCZ	200	added ('OK')	text/html	etag:W/%2274070a15c023406dc1c059ffd7b1366d%22	https://cartzilla-html.createx.studio/checkout-v2-thankyou.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/checkout-v2-thankyou.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:52	17406/17406	---MCZ	200	added ('OK')	text/html	etag:W/%22ecf3b8ba2318fe946b6a95c2371b4f41%22	https://cartzilla-html.createx.studio/account-signin.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/account-signin.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:54	26427/26427	---MCZ	200	added ('OK')	text/html	etag:W/%2238738a17d888e0079b7ff691f7f26f18%22	https://cartzilla-html.createx.studio/account-signup.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/account-signup.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:59	15790/15790	---MCZ	200	added ('OK')	text/html	etag:W/%223c1c138e8968ec7d571d3cb37755858e%22	https://cartzilla-html.createx.studio/account-password-recovery.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/account-password-recovery.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:59	196316/196316	---MCZ	200	added ('OK')	text/html	etag:W/%224960920289475c7c65379e0dd3171620%22	https://cartzilla-html.createx.studio/account-orders.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/account-orders.html	(from https://cartzilla-html.createx.studio/index.html)
14:55:59	191015/191015	---MCZ	200	added ('OK')	text/html	etag:W/%2239311458d3551462c94e56732ab409ad%22	https://cartzilla-html.createx.studio/account-wishlist.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/account-wishlist.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:01	179283/179283	---MCZ	200	added ('OK')	text/html	etag:W/%2280f66d5d58c7c05b647a9dcf31ca18a8%22	https://cartzilla-html.createx.studio/account-payment.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/account-payment.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:01	195620/195620	---MCZ	200	added ('OK')	text/html	etag:W/%22129694de121ccd4aeaed918f011ac743%22	https://cartzilla-html.createx.studio/account-reviews.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/account-reviews.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:02	182634/182634	---MCZ	200	added ('OK')	text/html	etag:W/%2286c4cfc7ac6557c7031bbb4a18bfe620%22	https://cartzilla-html.createx.studio/account-info.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/account-info.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:03	194894/194894	---MCZ	200	added ('OK')	text/html	etag:W/%22eca797e7fde0cfbaadc769e1da04626b%22	https://cartzilla-html.createx.studio/account-addresses.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/account-addresses.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:04	176667/176667	---MCZ	200	added ('OK')	text/html	etag:W/%22aede0bb9797ef17a8b04ed9d7d23df14%22	https://cartzilla-html.createx.studio/account-notifications.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/account-notifications.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:04	184985/184985	---MCZ	200	added ('OK')	text/html	etag:W/%22c5efca39127c7977853beeb267d20555%22	https://cartzilla-html.createx.studio/about-v1.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/about-v1.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:05	68314/68314	---MCZ	200	added ('OK')	text/html	etag:W/%220f5eb7a1eb78097ccaa83064ca89026b%22	https://cartzilla-html.createx.studio/about-v2.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/about-v2.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:05	190597/190597	---MCZ	200	added ('OK')	text/html	etag:W/%223c509f6029d93caadfe6eb742c173387%22	https://cartzilla-html.createx.studio/blog-grid-v1.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/blog-grid-v1.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:06	68639/68639	---MCZ	200	added ('OK')	text/html	etag:W/%22f6dfeb9f5de3fa4db48dedb978a6e875%22	https://cartzilla-html.createx.studio/blog-grid-v2.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/blog-grid-v2.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:07	191851/191851	---MCZ	200	added ('OK')	text/html	etag:W/%2255547ba6b2b5643adc23f4dee412cfeb%22	https://cartzilla-html.createx.studio/blog-list.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/blog-list.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:07	182279/182279	---MCZ	200	added ('OK')	text/html	etag:W/%22134b84ca654dd3650d906cebc68a5740%22	https://cartzilla-html.createx.studio/blog-single-v1.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/blog-single-v1.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:07	178753/178753	---MCZ	200	added ('OK')	text/html	etag:W/%22fb670b6db22d27a83d5d32b89d3f1636%22	https://cartzilla-html.createx.studio/blog-single-v2.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/blog-single-v2.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:08	117411/117411	---MCZ	200	added ('OK')	text/html	etag:W/%2242ab45f3b561c7e2feed4381955b938a%22	https://cartzilla-html.createx.studio/contact-v1.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/contact-v1.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:09	61115/61115	---MCZ	200	added ('OK')	text/html	etag:W/%22786a5989ae6a334d25af8647f73d8683%22	https://cartzilla-html.createx.studio/contact-v2.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/contact-v2.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:10	53214/53214	---MCZ	200	added ('OK')	text/html	etag:W/%226eb0934c5450d095bc81a5692a6c621f%22	https://cartzilla-html.createx.studio/contact-v3.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/contact-v3.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:11	193456/193456	---MCZ	200	added ('OK')	text/html	etag:W/%2215647e1069bfc68a420b0a37dbe3a904%22	https://cartzilla-html.createx.studio/help-topics-v1.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/help-topics-v1.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:11	202277/202277	---MCZ	200	added ('OK')	text/html	etag:W/%22fad9afa9afd53c892e00953d034018c6%22	https://cartzilla-html.createx.studio/help-topics-v2.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/help-topics-v2.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:12	171965/171965	---MCZ	200	added ('OK')	text/html	etag:W/%228c7450dc9f7844235eb674a02601154d%22	https://cartzilla-html.createx.studio/help-single-article-v1.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/help-single-article-v1.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:12	168265/168265	---MCZ	200	added ('OK')	text/html	etag:W/%224c244b4c4315188f0d8c88850c930554%22	https://cartzilla-html.createx.studio/help-single-article-v2.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/help-single-article-v2.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:13	153712/153712	---MCZ	200	added ('OK')	text/html	etag:W/%226b449ae86916a5b848ac13e89bd2aede%22	https://cartzilla-html.createx.studio/404-electronics.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/404-electronics.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:14	95164/95164	---MCZ	200	added ('OK')	text/html	etag:W/%22f8490e89ec347482851233d3b9e96503%22	https://cartzilla-html.createx.studio/404-fashion.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/404-fashion.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:15	44801/44801	---MCZ	200	added ('OK')	text/html	etag:W/%222e9278468cc59734accf8c0aafc91007%22	https://cartzilla-html.createx.studio/404-furniture.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/404-furniture.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:16	87737/87737	---MCZ	200	added ('OK')	text/html	etag:W/%229142ea1cdd350560d6c7f22c82adab7e%22	https://cartzilla-html.createx.studio/404-grocery.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/404-grocery.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:17	172350/172350	---MCZ	200	added ('OK')	text/html	etag:W/%222e8021e7dd672db2600b9ee4732674df%22	https://cartzilla-html.createx.studio/terms-and-conditions.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/terms-and-conditions.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:17	55091/55091	---MCZ	200	added ('OK')	text/html	etag:W/%220f33edceaca1233e708a7198409e0da5%22	https://cartzilla-html.createx.studio/docs/installation.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/docs/installation.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:18	85352/85352	---MCZ	200	added ('OK')	text/html	etag:W/%220385e7e60c51de08a7c44df0ef507654%22	https://cartzilla-html.createx.studio/docs/typography.html	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/docs/typography.html	(from https://cartzilla-html.createx.studio/index.html)
14:56:20	63496/63496	---M--	200	added ('OK')	image/png	etag:%22edc1618dc6ac41ae1b7b5462f6ad5420%22	https://cartzilla-html.createx.studio/assets/img/intro/demos/furniture-light.png	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/intro/demos/furniture-light.png	(from https://cartzilla-html.createx.studio/index.html)
14:56:21	64988/64988	---M--	200	added ('OK')	image/png	etag:%226ba7defc1cb7218e75f2f35e7ee477dc%22	https://cartzilla-html.createx.studio/assets/img/intro/demos/furniture-dark.png	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/intro/demos/furniture-dark.png	(from https://cartzilla-html.createx.studio/index.html)
14:56:22	122231/122231	---M--	200	added ('OK')	image/png	etag:%22aceb148424d7b45de09f2a80510aca88%22	https://cartzilla-html.createx.studio/assets/img/intro/demos/grocery-light.png	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/intro/demos/grocery-light.png	(from https://cartzilla-html.createx.studio/index.html)
14:56:23	117861/117861	---M--	200	added ('OK')	image/png	etag:%227efd5f4186aa4c3bccd01b622ccf829b%22	https://cartzilla-html.createx.studio/assets/img/intro/demos/grocery-dark.png	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/intro/demos/grocery-dark.png	(from https://cartzilla-html.createx.studio/index.html)
14:56:24	64462/64462	---M--	200	added ('OK')	image/png	etag:%227b414c67512d3c5e05490b7d83ce8e5b%22	https://cartzilla-html.createx.studio/assets/img/intro/demos/fashion-1-light.png	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/intro/demos/fashion-1-light.png	(from https://cartzilla-html.createx.studio/index.html)
14:56:25	68414/68414	---M--	200	added ('OK')	image/png	etag:%22c89630b80dfd706f1653d588dd64062b%22	https://cartzilla-html.createx.studio/assets/img/intro/demos/fashion-1-dark.png	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/intro/demos/fashion-1-dark.png	(from https://cartzilla-html.createx.studio/index.html)
14:56:26	68691/68691	---M--	200	added ('OK')	image/png	etag:%2201243b737ffd5d888815ca13b77d060f%22	https://cartzilla-html.createx.studio/assets/img/intro/demos/electronics-light.png	C:/My%20Web%20Sites/y/cartzilla-html.createx.studio/assets/img/intro/demos/electronics-light.png	(from https://cartzilla-html.createx.studio/index.html)
